AQI index,Dominent pollutant,PM10,PM2.5,,,,,,,,
100,pm25,70,100,,,,,,,,
105,pm25,58,105,,,,,,,,
127,pm10,127,86,,,,,,,,
7,pm25,6,7,,,,,,,,
69,pm25,1,69,,,,,,,,
67,pm25,53,67,,,,,,,,
21,pm10,21,14,,,,,,,,
35,pm25,30,35,,,,,,,,
91,pm25,65,91,,,,,,,,
30,pm25,21,30,,,,,,,,
19,pm25,13,19,,,,,,,,
44,pm25,36,44,,,,,,,,
10,pm25,6,10,,,,,,,,
89,pm25,53,89,,,,,,,,
22,pm25,15,22,,,,,,,,
91,pm25,71,91,,,,,,,,
29,pm25,19,29,,,,,,,,
113,pm10,113,57,,,,,,,,
14,pm25,12,14,,,,,,,,
67,pm25,53,67,,,,,,,,
63,pm25,52,63,,,,,,,,
91,pm25,65,91,,,,,,,,
65,pm25,47,65,,,,,,,,
78,pm25,52,78,,,,,,,,
89,pm25,63,89,,,,,,,,
44,pm25,32,44,,,,,,,,
114,pm25,65,114,,,,,,,,
60,pm25,40,60,,,,,,,,
101,pm25,75,101,,,,,,,,
108,pm25,60,108,,,,,,,,
86,pm10,86,83,,,,,,,,
7,pm25,5,7,,,,,,,,
67,pm25,53,67,,,,,,,,
88,pm25,58,88,,,,,,,,
91,pm25,65,91,,,,,,,,
111,pm25,65,111,,,,,,,,
94,pm25,57,94,,,,,,,,
140,pm25,81,140,,,,,,,,
37,pm25,20,37,,,,,,,,
146,pm25,90,146,,,,,,,,
133,pm25,69,133,,,,,,,,
152,pm25,101,152,,,,,,,,
132,pm25,69,132,,,,,,,,
139,pm25,101,139,,,,,,,,
18,pm10,18,17,,,,,,,,
67,pm25,53,67,,,,,,,,
91,pm25,65,91,,,,,,,,
13,pm25,8,13,,,,,,,,
11,pm25,8,11,,,,,,,,
21,pm25,9,21,,,,,,,,
62,pm25,40,62,,,,,,,,
45,pm10,45,41,,,,,,,,
54,pm25,32,54,,,,,,,,
38,pm10,38,37,,,,,,,,
17,pm25,17,17,,,,,,,,
22,pm25,15,22,,,,,,,,
67,pm25,53,67,,,,,,,,
2,pm10,2,12,,,,,,,,
26,pm10,26,15,,,,,,,,
91,pm25,65,91,,,,,,,,
16,pm25,15,16,,,,,,,,
33,pm25,23,33,,,,,,,,
36,pm25,28,36,,,,,,,,
50,pm25,36,50,,,,,,,,
61,pm25,55,61,,,,,,,,
53,pm10,53,42,,,,,,,,
20,pm10,20,18,,,,,,,,
4,pm10,4,3,,,,,,,,
67,pm25,53,67,,,,,,,,
32,pm25,22,32,,,,,,,,
91,pm25,65,91,,,,,,,,
40,pm25,23,40,,,,,,,,
35,pm10,35,19,,,,,,,,
18,pm25,12,18,,,,,,,,
2,pm25,1,2,,,,,,,,
39,pm10,39,54,,,,,,,,
31,pm25,17,31,,,,,,,,
56,pm25,45,56,,,,,,,,
42,pm25,27,42,,,,,,,,
113,pm10,113,70,,,,,,,,
25,pm25,21,25,,,,,,,,
67,pm25,53,67,,,,,,,,
24,pm25,17,24,,,,,,,,
91,pm25,65,91,,,,,,,,
75,pm25,42,75,,,,,,,,
155,pm25,87,155,,,,,,,,
107,pm25,83,107,,,,,,,,
45,pm25,33,45,,,,,,,,
107,pm25,78,107,,,,,,,,
70,pm25,47,70,,,,,,,,
114,pm25,85,114,,,,,,,,
80,pm25,55,80,,,,,,,,
138,pm10,138,76,,,,,,,,
8,pm25,7,8,,,,,,,,
67,pm25,53,67,,,,,,,,
24,pm25,17,24,,,,,,,,
91,pm25,65,91,,,,,,,,
79,pm25,49,79,,,,,,,,
70,pm25,49,70,,,,,,,,
116,pm25,69,116,,,,,,,,
24,pm25,15,24,,,,,,,,
124,pm25,78,124,,,,,,,,
55,pm25,49,55,,,,,,,,
122,pm25,79,122,,,,,,,,
82,pm25,53,82,,,,,,,,
142,pm10,142,104,,,,,,,,
8,pm25,7,8,,,,,,,,
67,pm25,53,67,,,,,,,,
24,pm25,17,24,,,,,,,,
91,pm25,65,91,,,,,,,,
18,pm25,10,18,,,,,,,,
43,pm25,26,43,,,,,,,,
26,pm25,19,26,,,,,,,,
21,pm25,12,21,,,,,,,,
28,pm25,28,28,,,,,,,,
24,pm25,19,24,,,,,,,,
44,pm10,44,40,,,,,,,,
24,pm25,19,24,,,,,,,,
23,pm25,17,23,,,,,,,,
17,pm25,13,17,,,,,,,,
67,pm25,53,67,,,,,,,,
46,pm25,44,46,,,,,,,,
24,pm25,17,24,,,,,,,,
91,pm25,65,91,,,,,,,,
62,pm25,34,62,,,,,,,,
121,pm25,76,121,,,,,,,,
65,pm25,56,65,,,,,,,,
38,pm25,26,38,,,,,,,,
103,pm25,72,103,,,,,,,,
72,pm25,42,72,,,,,,,,
109,pm25,83,109,,,,,,,,
72,pm25,52,72,,,,,,,,
54,pm10,54,21,,,,,,,,
27,pm25,21,27,,,,,,,,
67,pm25,53,67,,,,,,,,
21,pm10,21,19,,,,,,,,
91,pm25,65,91,,,,,,,,
41,pm25,24,41,,,,,,,,
54,pm25,40,54,,,,,,,,
48,pm10,48,43,,,,,,,,
45,pm25,32,45,,,,,,,,
86,pm25,65,86,,,,,,,,
42,pm25,33,42,,,,,,,,
86,pm25,73,86,,,,,,,,
35,pm25,29,35,,,,,,,,
54,pm10,54,21,,,,,,,,
6,pm25,6,6,,,,,,,,
67,pm25,53,67,,,,,,,,
35,pm10,35,18,,,,,,,,
91,pm25,65,91,,,,,,,,
4,pm25,3,4,,,,,,,,
40,pm25,33,40,,,,,,,,
74,pm25,52,74,,,,,,,,
11,pm25,7,11,,,,,,,,
55,pm10,55,46,,,,,,,,
27,pm25,19,27,,,,,,,,
57,pm10,57,52,,,,,,,,
25,pm10,25,32,,,,,,,,
92,pm10,92,50,,,,,,,,
5,pm25,4,5,,,,,,,,
67,pm25,53,67,,,,,,,,
46,pm25,46,46,,,,,,,,
91,pm25,65,91,,,,,,,,
95,pm25,51,95,,,,,,,,
167,pm25,94,167,,,,,,,,
146,pm25,102,146,,,,,,,,
11,pm25,7,11,,,,,,,,
178,pm25,140,178,,,,,,,,
69,pm25,43,69,,,,,,,,
162,pm25,119,162,,,,,,,,
186,pm25,105,186,,,,,,,,
101,pm25,64,101,,,,,,,,
27,pm25,18,27,,,,,,,,
67,pm25,53,67,,,,,,,,
3,pm25,2,3,,,,,,,,
44,pm25,39,44,,,,,,,,
91,pm25,65,91,,,,,,,,
149,pm25,66,149,,,,,,,,
162,pm25,86,162,,,,,,,,
165,pm25,104,165,,,,,,,,
11,pm25,7,11,,,,,,,,
195,pm25,154,195,,,,,,,,
159,pm25,75,159,,,,,,,,
189,pm25,145,189,,,,,,,,
171,pm25,93,171,,,,,,,,
39,pm25,31,39,,,,,,,,
14,pm25,11,14,,,,,,,,
67,pm25,53,67,,,,,,,,
14,pm25,8,14,,,,,,,,
58,pm10,58,48,,,,,,,,
91,pm25,65,91,,,,,,,,
124,pm25,77,124,,,,,,,,
27,pm25,18,27,,,,,,,,
150,pm25,102,150,,,,,,,,
98,pm25,53,98,,,,,,,,
135,pm25,97,135,,,,,,,,
133,pm25,70,133,,,,,,,,
87,pm25,79,87,,,,,,,,
4,pm25,4,4,,,,,,,,
67,pm25,53,67,,,,,,,,
10,pm25,5,10,,,,,,,,
67,pm10,67,66,,,,,,,,
91,pm25,65,91,,,,,,,,
143,pm25,72,143,,,,,,,,
107,pm10,107,89,,,,,,,,
148,pm25,77,148,,,,,,,,
59,pm25,33,59,,,,,,,,
168,pm25,126,168,,,,,,,,
162,pm25,108,162,,,,,,,,
149,pm25,76,149,,,,,,,,
114,pm10,114,77,,,,,,,,
